Name,Price,Reviews,Weight,Class_info,Rating,Grocery,Sports-Nutrition
"Primaforce, Citrulline Malate, Unflavored, 7.0 oz (200 g)",26.5,1627.0,200.0,Sports-Nutrition,4.6,0,1
"Cellucor, C4 Sport, Pre-Workout, Watermelon, 9.5 oz (270 g)",30.14,668.0,270.0,Sports-Nutrition,4.6,0,1
"Life Extension, L-Glutamine, 500 mg, 100 Vegetarian Capsules",16.9,484.0,0.5,Sports-Nutrition,4.6,0,1
"Now Foods, Sports, Effer-Hydrate, Lemon Lime, 10 Tablets, 1.8 oz (51 g)",1.81,3180.0,51.0,Sports-Nutrition,4.5,0,1
"Doctor's Best, L-Carnitine Fumarate with Biosint Carnitines, 855 mg, 180 Veggie Caps",61.65,5349.0,0.855,Sports-Nutrition,4.5,0,1
"Pure Protein, Chocolate Peanut Butter Bar, 12 Bars, 1.76 oz (50 g) Each",28.76,1896.0,50.0,Sports-Nutrition,4.4,0,1
"Optimum Nutrition, BCAA 1000 Caps, Mega-Size, 500 mg, 60 Capsules",12.84,3971.0,0.5,Sports-Nutrition,4.6,0,1
"Garden of Life, RAW Organic Meal, Shake & Meal Replacement, Chocolate Cacao, 2 lb 4 oz (1,017 g)",70.35,1798.0,17.0,Sports-Nutrition,4.2,0,1
"Now Foods, L-Arginine, 500 mg, 100 Veg Capsules",10.72,3147.0,0.5,Sports-Nutrition,4.7,0,1
"Sports Research, Phytoceramides Skin Hydration, 350 mg, 30 Softgels",25.7,763.0,0.35,Sports-Nutrition,4.4,0,1
"Doctor's Best, L-Carnitine Fumarate with Biosint Carnitines, 855 mg, 60 Veggie Caps",24.51,5350.0,0.855,Sports-Nutrition,4.5,0,1
"Now Foods, L-Citrulline, 1,200 mg, 120 Tablets",35.8,497.0,0.2,Sports-Nutrition,4.6,0,1
"Sports Research, Astaxanthin, Triple Strength, 12 mg, 60 Softgels",31.13,810.0,0.012,Sports-Nutrition,4.7,0,1
"Lake Avenue Nutrition, Whey Protein + Probiotics, Vanilla Flavor, 5 lb (2,270 g)",90.46,454.0,270.0,Sports-Nutrition,4.6,0,1
"JNX Sports, The Ripper, Fat Burner, Pineapple Shred, 5.3 oz (150 g)",42.2,1411.0,150.0,Sports-Nutrition,4.3,0,1
"Naturade, Total Soy, Weight Loss Shake, Vanilla, 1.2 lbs (540 g)",25.99,4022.0,540.0,Sports-Nutrition,4.5,0,1
"Muscletech, Nitro Tech, Whey Isolate + Lean Musclebuilder, Milk Chocolate, 10 lbs (4.54 kg)",135.67,3560.0,4540.0,Sports-Nutrition,4.6,0,1
"Now Foods, L-Ornithine, 500 mg, 120 Veg Capsules",23.26,628.0,0.5,Sports-Nutrition,4.6,0,1
"MusclePharm, Combat Protein Powder, Chocolate Milk, 4 lbs (1,814 g)",75.36,2071.0,814.0,Sports-Nutrition,4.5,0,1
"Garden of Life, Sport, Organic Plant-Based Protein, Refuel, Chocolate Flavor, 29.6 oz (840 g)",61.69,479.0,840.0,Sports-Nutrition,4.6,0,1
"California Gold Nutrition, Foods, Double Chocolate Peanut Butter Flavor Bars, 12 Bars, 1.4 oz (40 g) Each",22.61,1341.0,40.0,Sports-Nutrition,4.7,0,1
"Universal Nutrition, Ultra Whey Pro, Protein Powder, Cookies & Cream, 5 lb (2.27 kg)",72.31,808.0,2270.0,Sports-Nutrition,4.7,0,1
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Fudge, 12 Bars, 1.9 oz (55 g) Each",55.79,206.0,55.0,Sports-Nutrition,4.1,0,1
"Orgain, Organic Protein Powder, Plant Based, Creamy Chocolate Fudge, 2.03 lbs (920 g)",53.91,851.0,920.0,Sports-Nutrition,4.4,0,1
"Now Foods, Sports, MCT Oil, 1,000 mg, 150 Softgels",17.89,876.0,0.0,Sports-Nutrition,4.5,0,1
"Lake Avenue Nutrition, Whey Protein + Probiotic, Chocolate Flavor, 2 lb (907 g)",36.18,1632.0,907.0,Sports-Nutrition,4.5,0,1
"Pure Protein, Chocolate Peanut Caramel Bars, 6 Bars, 1.76 oz (50 g) Each",14.99,3270.0,50.0,Sports-Nutrition,4.5,0,1
"Sierra Fit, Whey Protein Complete, Rich Chocolate, 5 lb (2.27 kg)",72.36,770.0,2270.0,Sports-Nutrition,4.6,0,1
"Think !, Protein+ 150 Calorie Bars, Salted Caramel, 5 Bars, 1.41 oz (40 g) Each",10.58,418.0,40.0,Sports-Nutrition,4.2,0,1
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",49.57,1340.0,32.0,Sports-Nutrition,4.6,0,1
"Controlled Labs, Purple Wraath, Juicy Grape, 2.39 lbs (1084 g)",104.1,587.0,1084.0,Sports-Nutrition,4.5,0,1
"Jarrow Formulas, L-Glutamine Powder, 35.3 oz (1000 g)",65.96,2097.0,1000.0,Sports-Nutrition,4.7,0,1
"Garden of Life, RAW Organic Protein, Organic Plant Formula, Vanilla, 21.86 oz (620 g)",51.95,689.0,620.0,Sports-Nutrition,4.4,0,1
"Quest Nutrition, Protein Cookie, Double Chocolate Chip, 12 Pack, 2.08 oz (59 g) Each",44.26,1477.0,59.0,Sports-Nutrition,4.3,0,1
"Muscletech, Nitro Tech Ripped, Ultimate Protein + Weight Loss Formula, Chocolate Fudge Brownie, 4 lbs (1.81 kg)",90.44,1367.0,1810.0,Sports-Nutrition,4.5,0,1
"Sierra Fit, Whey Protein Complete, Vanilla, 5 lb (2.27 kg)",72.36,566.0,2270.0,Sports-Nutrition,4.7,0,1
"Sierra Fit, Micronized BCAA, Branched Chain Amino Acids, 500 mg, 240 Veggie Capsules",22.61,539.0,0.5,Sports-Nutrition,4.7,0,1
"BSN, Protein Crisp, Packed Protein Bar, Salted Toffee Pretzel, 12 Bars, 2.01 oz (57 g)",48.44,2725.0,57.0,Sports-Nutrition,4.5,0,1
"Xtend, The Original 7G BCAA, Italian Blood Orange, 15.3 oz (435 g)",37.67,1636.0,435.0,Sports-Nutrition,4.6,0,1
"Optimum Nutrition, Gold Standard 100% Whey, Vanilla Ice Cream, 5 lbs (2.27 kg)",112.27,3292.0,2270.0,Sports-Nutrition,4.6,0,1
"Sierra Fit, Creatine, 750 mg, 240 Veggie Capsules",21.11,461.0,0.75,Sports-Nutrition,4.6,0,1
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",49.57,1340.0,32.0,Sports-Nutrition,4.6,0,1
"BSN, Protein Crisp, Packed Protein Bar, Salted Toffee Pretzel, 12 Bars, 2.01 oz (57 g)",48.44,2725.0,57.0,Sports-Nutrition,4.5,0,1
"Controlled Labs, Purple Wraath, Purple Lemonade, 2.44 lbs (1108 g)",104.07,271.0,1108.0,Sports-Nutrition,4.6,0,1
"Optimum Nutrition, Gold Standard Pre-Workout, Green Apple, 10.58 oz (300 g)",40.92,393.0,300.0,Sports-Nutrition,4.5,0,1
"Garden of Life, Sport, Certified Grass Fed Whey, Refuel, Chocolate, 23.28 oz (660 g)",61.69,135.0,660.0,Sports-Nutrition,4.5,0,1
"EFX Sports, Karbolyn Fuel, Neutral, 4.3 lbs (1950 g)",75.36,383.0,1950.0,Sports-Nutrition,4.6,0,1
"Xtend, The Original 7G BCAA, Lemon-Lime Squeeze, 2.78 lb (1.26 kg)",90.44,2616.0,1260.0,Sports-Nutrition,4.6,0,1
"Orgain, Organic Protein Powder, Plant Based, Chocolate Peanut Butter, 2.03 lb (920 g)",53.93,208.0,920.0,Sports-Nutrition,4.5,0,1
"Gaspari Nutrition, Aminolast, Recovery & Endurance BCAA Superfuel, Lemon Ice, 14.8 oz (420 g)",40.69,75.0,420.0,Sports-Nutrition,4.5,0,1
"Ultima Replenisher, Electrolyte Drink Mix, Raspberry, 10.2 oz (288 g)",63.3,503.0,288.0,Sports-Nutrition,4.7,0,1
"Muscletech, Mass-Tech Elite, Scientifically Superior Musclebuilding Mass Gainer, Chocolate Fudge Cake, 7.00 lb (3.18 kg)",69.33,1087.0,3180.0,Sports-Nutrition,4.5,0,1
"Optimum Nutrition, Micronized Creatine Capsules, 2.5 g, 200 Capsules",39.62,1641.0,2.5,Sports-Nutrition,4.7,0,1
"NuGo Nutrition, Smarte Carb Bar, Chocolate Black Cherry, 12 Bars, 1.76 oz (50 g) Each",30.8,223.0,50.0,Sports-Nutrition,4.2,0,1
"Sierra Fit, BCAA & Electrolytes, 7G BCAAs, Mango, 15.34 oz (435 g)",30.15,1163.0,435.0,Sports-Nutrition,4.7,0,1
"Universal Nutrition, Ultra Whey Pro, Protein Powder, Double Chocolate Chip, 5 lb (2.27 kg)",91.11,909.0,2270.0,Sports-Nutrition,4.6,0,1
"Xtend, The Original 7G BCAA, Glacial Grape, 14.3 oz (405 g)",37.67,1165.0,405.0,Sports-Nutrition,4.5,0,1
"Dr. Murray's, Super Foods, 3 Seed Protein Powder, Vanilla, 16 oz (453.5 g)",20.43,152.0,453.5,Sports-Nutrition,4.4,0,1
"Garden of Life, Sport, Organic Plant-Based Protein, Refuel, Chocolate Flavor, 29.6 oz (840 g)",61.69,479.0,840.0,Sports-Nutrition,4.6,0,1
"Sports Research, CLA 1250, Max Potency, 1,250 mg, 180 Softgels",31.48,899.0,0.25,Sports-Nutrition,4.6,0,1
"Xtend, The Original 7G BCAA, Tropic Thunder, 2.78 lb (1.26 kg)",90.44,1049.0,1260.0,Sports-Nutrition,4.7,0,1
"BNRG, Power Crunch Protein Energy Bar, French Vanilla Creme, 12 Bars, 1.4 oz (40 g) Each",31.0,266.0,40.0,Sports-Nutrition,4.3,0,1
"Pure Protein, Chew Chocolate Chip Bar, 6 Bars, 1.76 oz (50 g) Each",14.99,496.0,50.0,Sports-Nutrition,4.3,0,1
"Sierra Fit, Micronized Creatine Powder, Unflavored, 16 oz (454 g)",19.6,466.0,454.0,Sports-Nutrition,4.6,0,1
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, 1 lb (454.5 g)",60.24,1130.0,454.5,Sports-Nutrition,4.6,0,1
"California Gold Nutrition, Foods, Sample Snack Bar Pack, 3 Bars, 1.4 oz (40 g) Each",3.77,6216.0,40.0,Sports-Nutrition,4.7,0,1
"Sports Research, Evening Primrose, 1,300 mg, 120 Softgels",25.33,2524.0,0.3,Sports-Nutrition,4.7,0,1
"California Gold Nutrition, Foods, Caramel & Almond Bars, 12 Bars, 1.4 oz (40 g) Each",22.61,2258.0,40.0,Sports-Nutrition,4.7,0,1
"Quest Nutrition, Tortilla Style Protein Chips, Chili Lime, 12 Bags, 1.1 oz (32 g) Each",49.77,1060.0,32.0,Sports-Nutrition,4.5,0,1
"California Gold Nutrition, Vanilla Flavor Plant-Based Protein, Vegan, Easy to Digest, 2 lb (907 g)",33.17,1000.0,907.0,Sports-Nutrition,4.2,0,1
"California Gold Nutrition, HydrationUP, Electrolyte Drink Mix Powder, Grape, 8 oz (227 g)",8.97,596.0,227.0,Sports-Nutrition,4.6,0,1
"Sierra Fit, Electrolyte Powder, Lemonade, 11 oz (311 g)",24.12,341.0,311.0,Sports-Nutrition,4.6,0,1
"Ultima Replenisher, Electrolyte Drink Mix, Raspberry, 10.2 oz (288 g)",63.3,503.0,288.0,Sports-Nutrition,4.7,0,1
"Doctor's Best, L-Citrulline Powder, 7 oz (200 g)",28.72,538.0,200.0,Sports-Nutrition,4.6,0,1
"Think !, High Protein Bars, Sea Salt Almond Chocolate, 10 Bars, 1.94 oz (55 g) Each",30.56,162.0,55.0,Sports-Nutrition,4.0,0,1
"California Gold Nutrition, L-Arginine, AjiPure, 500 mg, 60 Veggie Capsules",7.54,2036.0,0.5,Sports-Nutrition,4.7,0,1
"Garden of Life, Dr. Formulated Keto, Organic MCT Powder, 10.58 oz (300 g)",33.54,367.0,300.0,Sports-Nutrition,4.6,0,1
"Lake Avenue Nutrition, Whey Protein Isolate, Creamy Chocolate, 2 lb (907 g)",45.23,522.0,907.0,Sports-Nutrition,4.4,0,1
"Dymatize Nutrition, ALL9AMINO, Cola Lime Twist, 15.87 oz (450 g)",49.47,396.0,450.0,Sports-Nutrition,4.4,0,1
"BNRG, Power Crunch Protein Energy Bar, Peanut Butter Fudge, 12 Bars, 1.4 oz (40 g) Each",31.0,927.0,40.0,Sports-Nutrition,4.6,0,1
"Solgar, L-Glutamine, 1000 mg, 60 Tablets",16.87,361.0,1.0,Sports-Nutrition,4.7,0,1
"Life Extension, L-Carnitine, 500 mg, 30 Vegetarian Capsules",16.96,217.0,0.5,Sports-Nutrition,4.7,0,1
"Now Foods, Organic Textured Soy Protein, Granules, 8 oz (227 g)",5.49,423.0,227.0,Sports-Nutrition,4.5,0,1
"Now Foods, Sports, Beta-Alanine, Pure Powder, 17.6 oz (500 g)",40.29,747.0,500.0,Sports-Nutrition,4.6,0,1
"California Gold Nutrition, Foods, Maple, Nuts & Sea Salt Bars, 12 Bars, 1.4 oz (40 g) Each",22.61,1539.0,40.0,Sports-Nutrition,4.6,0,1
"Muscletech, Mass-Tech Elite, Scientifically Superior Musclebuilding Mass Gainer, Chocolate Fudge Cake, 7.00 lb (3.18 kg)",69.33,1087.0,3180.0,Sports-Nutrition,4.5,0,1
"Now Foods, L-Carnitine, 500 mg, 60 Veg Capsules",23.26,1478.0,0.5,Sports-Nutrition,4.7,0,1
"Now Foods, Sports, MCT Oil, 1,000 mg, 150 Softgels",17.89,876.0,0.0,Sports-Nutrition,4.5,0,1
"Pure Protein, Chocolate Peanut Caramel Bars, 6 Bars, 1.76 oz (50 g) Each",14.99,3270.0,50.0,Sports-Nutrition,4.5,0,1
"Sierra Fit, Whey Protein Complete, Rich Chocolate, 5 lb (2.27 kg)",72.36,770.0,2270.0,Sports-Nutrition,4.6,0,1
"Think !, Protein+ 150 Calorie Bars, Salted Caramel, 5 Bars, 1.41 oz (40 g) Each",10.58,418.0,40.0,Sports-Nutrition,4.2,0,1
"Controlled Labs, Purple Wraath, Juicy Grape, 2.39 lbs (1084 g)",104.1,587.0,1084.0,Sports-Nutrition,4.5,0,1
"Quest Nutrition, Protein Cookie, Double Chocolate Chip, 12 Pack, 2.08 oz (59 g) Each",44.26,1477.0,59.0,Sports-Nutrition,4.3,0,1
"Muscletech, Nitro Tech Ripped, Ultimate Protein + Weight Loss Formula, Chocolate Fudge Brownie, 4 lbs (1.81 kg)",90.44,1367.0,1810.0,Sports-Nutrition,4.5,0,1
"Sierra Fit, Whey Protein Complete, Vanilla, 5 lb (2.27 kg)",72.36,566.0,2270.0,Sports-Nutrition,4.7,0,1
"Sierra Fit, Micronized BCAA, Branched Chain Amino Acids, 500 mg, 240 Veggie Capsules",22.61,539.0,0.5,Sports-Nutrition,4.7,0,1
"Xtend, The Original 7G BCAA, Italian Blood Orange, 15.3 oz (435 g)",37.67,1636.0,435.0,Sports-Nutrition,4.6,0,1
"Sierra Fit, Creatine, 750 mg, 240 Veggie Capsules",21.11,461.0,0.75,Sports-Nutrition,4.6,0,1
"Jarrow Formulas, Arginine, 1000 mg, 100 Tablets",19.69,1092.0,1.0,Sports-Nutrition,4.6,0,1
"Nature's Plus, Organic Pea Protein Powder, 1.10 lbs (500 g)",28.95,686.0,500.0,Sports-Nutrition,4.4,0,1
"Muscletech, Mass Tech Extreme 2000, Triple Chocolate Brownie, 7.00 lb (3.18 kg)",60.29,670.0,3180.0,Sports-Nutrition,4.3,0,1
"Xtend, Sport, 7G BCAA, Strawberry Kiwi Splash, 12.2 oz (345 g)",30.14,397.0,345.0,Sports-Nutrition,4.6,0,1
"Quest Nutrition, Protein Bar, Cookies & Cream, 12 Bars, 2.12 oz (60 g) Each",48.36,2150.0,60.0,Sports-Nutrition,4.2,0,1
"Think !, High Protein Bars, Lemon Delight, 10 Bars, 2.1 oz (60 g) Each",30.56,1153.0,60.0,Sports-Nutrition,4.1,0,1
"Think !, High Protein Bars, White Chocolate, 10 Bars, 2.1 oz (60 g) Each",30.56,741.0,60.0,Sports-Nutrition,4.1,0,1
"Garden of Life, Sport, Organic Plant-Based Protein, Vanilla, 1 lb 12 oz (806 g)",61.69,376.0,806.0,Sports-Nutrition,4.5,0,1
"Primaforce, Glutamine, Unflavored, 35.2 oz (1000 g)",41.59,432.0,1000.0,Sports-Nutrition,4.7,0,1
"Now Foods, Sports, Soy Protein Isolate, Unflavored, 1.2 lbs (544 g)",19.32,429.0,544.0,Sports-Nutrition,4.4,0,1
"Thorne Research, Creatine, 16 oz (462 g)",46.74,84.0,462.0,Sports-Nutrition,4.7,0,1
"MRM, Raw Organic Red Beet Powder, 8.5 oz (240 g)",17.8,990.0,240.0,Sports-Nutrition,4.4,0,1
"Solumeve, Whey Protein & Probiotic Blend, Vanilla Flavor, 1 lb (454 g)",24.12,219.0,454.0,Sports-Nutrition,4.6,0,1
"Xtend, Pro, Whey Isolate, Chocolate Lava Cake, 5 lb (2.3 kg)",81.98,840.0,2300.0,Sports-Nutrition,4.5,0,1
"BSN, Protein Crisp, Peanut Butter Crunch Flavor, 12 Bars, 1.97 oz (56 g) Each",48.44,1012.0,56.0,Sports-Nutrition,4.6,0,1
"MusclePharm, Combat Crunch, Chocolate Chip Cookie Dough, 12 Bars,  63 g Each",43.71,3627.0,63.0,Sports-Nutrition,4.3,0,1
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, S'mores, 12 Bars, 1.94 oz (55 g) Each",55.79,356.0,55.0,Sports-Nutrition,4.2,0,1
"Julian Bakery, Paleo Protein, Egg White Protein, Unflavored, 2 lbs (907 g)",50.13,248.0,907.0,Sports-Nutrition,4.7,0,1
"Sierra Fit, Electrolyte Powder, Lemonade, 11 oz (311 g)",24.12,341.0,311.0,Sports-Nutrition,4.6,0,1
"Doctor's Best, L-Citrulline Powder, 7 oz (200 g)",28.72,538.0,200.0,Sports-Nutrition,4.6,0,1
"Pure Protein, Chew Chocolate Chip Bar, 6 Bars, 1.76 oz (50 g) Each",14.99,496.0,50.0,Sports-Nutrition,4.3,0,1
"Protein One, Protein Bars, Chocolate Fudge, 5 Bars, 0.96 oz (27 g) Each",8.55,64.0,27.0,Sports-Nutrition,3.8,0,1
"Universal Nutrition, Animal Pak, Orange Crushed, 10.4 oz (295 g)",61.15,303.0,295.0,Sports-Nutrition,4.7,0,1
"Sports Research, Organic MCT Oil Powder, Unflavored, 10.6 oz (300 g)",37.93,163.0,300.0,Sports-Nutrition,4.7,0,1
"Garden of Life, RAW Organic Meal, Shake & Meal Replacement, Chocolate Cacao, 1 lb 2 oz (509 g)",37.87,1798.0,509.0,Sports-Nutrition,4.2,0,1
"Now Foods, Sports, Whey Protein Isolate, Creamy Chocolate, 5 lbs (2,268 g)",107.43,857.0,268.0,Sports-Nutrition,4.4,0,1
"MusclePharm, Combat Protein Powder, Chocolate Milk, 2 lbs (907 g)",40.69,2071.0,907.0,Sports-Nutrition,4.5,0,1
"Muscletech, Mass-Tech, Scientifically Superior Mass Gainer, Cookies and Cream, 7.00 lb (3.18 kg)",69.33,451.0,3180.0,Sports-Nutrition,4.6,0,1
"EVLution Nutrition, Caffeine, 200 mg, 100 Tablets",8.47,332.0,0.2,Sports-Nutrition,4.6,0,1
"Quest Nutrition, Protein Cookie, Peanut Butter Chocolate Chip, 12 Pack, 2.04 oz (58 g) Each",44.26,682.0,58.0,Sports-Nutrition,4.4,0,1
"Mt. Capra, Clean Whey Protein, Unsweetened, 16 oz (453 g)",68.67,268.0,453.0,Sports-Nutrition,4.4,0,1
"Xtend, The Original 7G BCAA, Blue Raspberry Ice, 14.8 oz (420 g)",37.67,1694.0,420.0,Sports-Nutrition,4.5,0,1
"ALLMAX Nutrition, Beta-Alanine, 14.11 oz (400 g)",47.46,800.0,400.0,Sports-Nutrition,4.7,0,1
"Doctor's Best, Pure L-Arginine Powder, 10.6 oz (300 g)",22.82,588.0,300.0,Sports-Nutrition,4.5,0,1
"Now Foods, Sports, L-Glutamine, 1,000 mg, 240 Veg Capsules",34.01,1193.0,0.0,Sports-Nutrition,4.5,0,1
"Think !, Protein & Fiber Bars, Chocolate Almond Brownie, 10 Bars, 1.41 oz (40 g) Each",21.17,173.0,40.0,Sports-Nutrition,3.9,0,1
"Now Foods, Sports, Arginine & Ornithine, 500 mg /250 mg, 250 Veg Capsules",35.8,650.0,0.5,Sports-Nutrition,4.4,0,1
